Area of Usual Residence,Area of Workplace,Females
S02002302,S02001671,2
S02002302,S02001677,1
S02002302,S02001679,1
S02002302,S02001681,1
S02002302,S02001682,7
S02002302,S02001683,6
S02002302,S02001839,2
S02002302,S02001845,1
S02002302,S02001934,1
S02002302,S02001935,1
S02002302,S02002024,2
S02002302,S02002056,2
S02002302,S02002058,1
S02002302,S02002059,1
S02002302,S02002061,4
S02002302,S02002062,6
S02002302,S02002063,8
S02002302,S02002064,4
S02002302,S02002065,1
S02002302,S02002066,8
S02002302,S02002067,5
S02002302,S02002068,1
S02002302,S02002069,1
S02002302,S02002070,2
S02002302,S02002072,1
S02002302,S02002292,1
S02002302,S02002293,1
S02002302,S02002294,3
S02002302,S02002296,24
S02002302,S02002297,26
S02002302,S02002298,16
S02002302,S02002299,28
S02002302,S02002300,5
S02002302,S02002301,23
S02002302,S02002302,99
S02002302,S02002303,4
S02002302,S02002304,8
S02002302,S02002308,1
S02002302,S02002309,2
S02002302,S02002310,6
S02002302,S02002311,1
S02002302,S02002313,39
S02002302,S02002314,2
S02002302,S02002315,2
S02002302,S02002316,1
S02002302,S02002317,3
S02002302,S02002318,2
S02002302,S02002319,2
S02002302,S02002320,41
S02002302,S02002321,12
S02002302,S02002453,1
S02002302,S02002481,4
S02002302,S02002488,1
S02002302,S02002514,1
S02002303,England,37
S02002303,OD0000001,199
S02002303,OD0000003,70
S02002303,OD0000004,2
S02002303,S02001250,1
S02002303,S02001261,1
S02002303,S02001446,1
S02002303,S02001534,4
S02002303,S02001535,1
S02002303,S02001544,1
S02002303,S02001546,3
S02002303,S02001547,1
S02002303,S02001549,3
S02002303,S02001552,1
S02002303,S02001553,3
S02002303,S02001555,1
S02002303,S02001586,1
S02002303,S02001591,1
S02002303,S02001601,1
S02002303,S02001606,1
S02002303,S02001609,3
S02002303,S02001612,2
S02002303,S02001615,2
S02002303,S02001616,2
S02002303,S02001620,5
S02002303,S02001621,2
S02002303,S02001622,4
S02002303,S02001623,2
S02002303,S02001626,1
S02002303,S02001627,6
S02002303,S02001632,1
S02002303,S02001633,2
S02002303,S02001637,1
S02002303,S02001642,1
S02002303,S02001643,1
S02002303,S02001645,1
S02002303,S02001649,1
S02002303,S02001652,1
S02002303,S02001655,1
S02002303,S02001656,3
S02002303,S02001658,1
S02002303,S02001660,4
S02002303,S02001662,1
S02002303,S02001663,3
S02002303,S02001671,1
S02002303,S02001676,1
S02002303,S02001682,1
S02002303,S02001683,1
S02002303,S02001684,3
S02002303,S02001685,1
S02002303,S02001747,1
S02002303,S02001889,2
S02002303,S02002056,6
S02002303,S02002063,2
S02002303,S02002066,1
S02002303,S02002067,1
S02002303,S02002292,1
S02002303,S02002293,2
S02002303,S02002294,2
S02002303,S02002295,1
S02002303,S02002296,23
S02002303,S02002297,8
S02002303,S02002298,6
S02002303,S02002299,23
S02002303,S02002300,2
S02002303,S02002301,24
S02002303,S02002302,4
S02002303,S02002303,77
S02002303,S02002304,137
S02002303,S02002305,6
S02002303,S02002306,4
S02002303,S02002307,18
S02002303,S02002308,22
S02002303,S02002309,16
S02002303,S02002310,8
S02002303,S02002311,46
S02002303,S02002312,3
S02002303,S02002313,26
S02002303,S02002314,6
S02002303,S02002316,1
S02002303,S02002317,5
S02002303,S02002318,3
S02002303,S02002320,27
S02002303,S02002321,6
S02002303,S02002324,1
S02002303,S02002486,1
S02002303,S02002505,1
S02002304,England,26
S02002304,OD0000001,71
S02002304,OD0000003,32
S02002304,OD0000004,1
S02002304,S02001534,2
S02002304,S02001543,1
S02002304,S02001544,1
S02002304,S02001546,1
S02002304,S02001548,1
S02002304,S02001552,1
S02002304,S02001553,1
S02002304,S02001554,3
S02002304,S02001555,1
S02002304,S02001586,1
S02002304,S02001587,1
S02002304,S02001591,1
S02002304,S02001609,1
S02002304,S02001616,1
S02002304,S02001619,1
S02002304,S02001620,1
S02002304,S02001622,1
S02002304,S02001627,1
S02002304,S02001633,1
S02002304,S02001642,3
S02002304,S02001647,1
S02002304,S02001656,2
S02002304,S02001658,1
S02002304,S02001659,1
S02002304,S02001660,3
S02002304,S02001784,1
S02002304,S02001894,1
S02002304,S02001933,1
S02002304,S02002052,1
S02002304,S02002065,1
S02002304,S02002292,1
S02002304,S02002296,2
S02002304,S02002297,1
S02002304,S02002298,2
S02002304,S02002299,3
S02002304,S02002301,3
S02002304,S02002302,2
S02002304,S02002303,16
S02002304,S02002304,288
S02002304,S02002305,3
S02002304,S02002306,9
S02002304,S02002307,33
S02002304,S02002308,4
S02002304,S02002309,3
S02002304,S02002310,2
S02002304,S02002311,5
S02002304,S02002313,16
S02002304,S02002317,1
S02002304,S02002320,18
S02002304,S02002321,1
S02002305,England,127
S02002305,OD0000001,187
S02002305,OD0000002,1
S02002305,OD0000003,48
S02002305,S02001534,3
S02002305,S02001537,1
S02002305,S02001538,1
S02002305,S02001541,1
S02002305,S02001544,4
S02002305,S02001546,8
S02002305,S02001548,6
S02002305,S02001549,15
S02002305,S02001550,1
S02002305,S02001551,2
S02002305,S02001552,1
S02002305,S02001553,24
S02002305,S02001554,18
S02002305,S02001555,15
S02002305,S02001577,1
S02002305,S02001591,1
S02002305,S02001598,1
S02002305,S02001604,1
S02002305,S02001609,1
S02002305,S02001612,1
S02002305,S02001613,2
S02002305,S02001615,1
S02002305,S02001616,3
S02002305,S02001619,2
S02002305,S02001620,7
S02002305,S02001621,3
S02002305,S02001622,5
S02002305,S02001623,2
S02002305,S02001627,3
S02002305,S02001630,1
S02002305,S02001632,1
S02002305,S02001633,1
S02002305,S02001639,1
S02002305,S02001640,1
S02002305,S02001643,1
S02002305,S02001645,2
S02002305,S02001656,1
S02002305,S02001657,1
S02002305,S02001658,1
S02002305,S02001660,6
S02002305,S02001663,3
S02002305,S02001664,2
S02002305,S02001670,1
S02002305,S02001677,1
S02002305,S02001682,3
S02002305,S02001683,4
S02002305,S02001757,2
S02002305,S02001835,1
S02002305,S02002056,1
S02002305,S02002063,1
S02002305,S02002064,2
S02002305,S02002065,1
S02002305,S02002066,1
S02002305,S02002070,2
S02002305,S02002293,3
S02002305,S02002297,3
S02002305,S02002298,1
S02002305,S02002299,4
S02002305,S02002301,6
S02002305,S02002302,1
S02002305,S02002303,4
S02002305,S02002304,43
S02002305,S02002305,96
S02002305,S02002306,80
S02002305,S02002307,29
S02002305,S02002308,3
S02002305,S02002309,1
S02002305,S02002310,2
S02002305,S02002311,3
S02002305,S02002312,1
S02002305,S02002313,4
S02002305,S02002315,1
S02002305,S02002316,1
S02002305,S02002317,1
S02002305,S02002320,13
S02002305,S02002321,3
S02002305,S02002425,1
S02002306,England,148
S02002306,OD0000001,75
S02002306,OD0000003,35
S02002306,S02001534,1
S02002306,S02001535,1
S02002306,S02001538,3
S02002306,S02001541,1
S02002306,S02001544,4
S02002306,S02001546,1
S02002306,S02001548,2
S02002306,S02001549,3
S02002306,S02001551,2
S02002306,S02001553,11
S02002306,S02001554,4
S02002306,S02001555,1
S02002306,S02001576,1
S02002306,S02001586,3
S02002306,S02001593,1
S02002306,S02001615,3
S02002306,S02001616,1
S02002306,S02001620,1
S02002306,S02001622,3
S02002306,S02001623,2
S02002306,S02001627,1
S02002306,S02001630,1
S02002306,S02001631,1
S02002306,S02001643,1
S02002306,S02001653,1
S02002306,S02001663,3
S02002306,S02001670,5
S02002306,S02001934,1
S02002306,S02002051,1
S02002306,S02002061,1
S02002306,S02002066,1
S02002306,S02002070,1
S02002306,S02002296,1
S02002306,S02002297,3
S02002306,S02002299,7
S02002306,S02002301,3
S02002306,S02002303,2
S02002306,S02002304,26
S02002306,S02002305,56
S02002306,S02002306,271
S02002306,S02002307,26
S02002306,S02002308,1
S02002306,S02002309,1
S02002306,S02002311,1
S02002306,S02002313,2
S02002306,S02002314,1
S02002306,S02002316,2
S02002306,S02002317,1
S02002306,S02002318,2
S02002306,S02002320,8
S02002306,S02002321,3
S02002307,England,158
S02002307,OD0000001,187
S02002307,OD0000002,1
S02002307,OD0000003,49
S02002307,OD0000004,2
S02002307,S02001358,1
S02002307,S02001371,1
S02002307,S02001534,2
S02002307,S02001540,1
S02002307,S02001544,1
S02002307,S02001548,3
S02002307,S02001549,3
S02002307,S02001550,1
S02002307,S02001551,2
S02002307,S02001553,8
S02002307,S02001554,1
S02002307,S02001586,1
S02002307,S02001593,1
S02002307,S02001609,2
S02002307,S02001612,4
S02002307,S02001616,1
S02002307,S02001620,1
S02002307,S02001621,1
S02002307,S02001622,1
S02002307,S02001627,3
S02002307,S02001630,2
S02002307,S02001642,1
S02002307,S02001643,1
S02002307,S02001647,1
S02002307,S02001652,1
S02002307,S02001656,2
S02002307,S02001660,4
S02002307,S02001663,2
S02002307,S02001682,3
S02002307,S02001683,1
S02002307,S02001733,1
S02002307,S02001835,1
S02002307,S02002052,1
S02002307,S02002065,1
S02002307,S02002066,1
S02002307,S02002139,1
S02002307,S02002224,1
S02002307,S02002292,2
S02002307,S02002296,3
S02002307,S02002297,3
S02002307,S02002298,2
S02002307,S02002299,12
S02002307,S02002301,6
S02002307,S02002302,2
S02002307,S02002303,25
S02002307,S02002304,130
S02002307,S02002305,22
S02002307,S02002306,31
S02002307,S02002307,128
S02002307,S02002308,15
S02002307,S02002309,7
S02002307,S02002310,1
S02002307,S02002311,16
S02002307,S02002312,1
S02002307,S02002313,8
S02002307,S02002314,1
S02002307,S02002320,12
S02002307,S02002321,2
S02002308,England,71
S02002308,OD0000001,87
S02002308,OD0000003,39
S02002308,S02001426,1
S02002308,S02001555,1
S02002308,S02001582,1
S02002308,S02001586,3
S02002308,S02001593,1
S02002308,S02001620,1
S02002308,S02001622,1
S02002308,S02001627,1
S02002308,S02001631,1
S02002308,S02001640,1
S02002308,S02001643,1
S02002308,S02001647,1
S02002308,S02001656,1
S02002308,S02001669,1
S02002308,S02001670,1
S02002308,S02001682,1
S02002308,S02001683,1
S02002308,S02002061,1
S02002308,S02002066,1
S02002308,S02002292,2
S02002308,S02002293,1
S02002308,S02002296,1
S02002308,S02002297,3
S02002308,S02002298,3
S02002308,S02002299,5
S02002308,S02002300,3
S02002308,S02002301,2
S02002308,S02002302,1
S02002308,S02002303,8
S02002308,S02002304,47
S02002308,S02002305,2
S02002308,S02002306,1
S02002308,S02002307,5
S02002308,S02002308,149
S02002308,S02002309,19
S02002308,S02002310,17
S02002308,S02002311,24
S02002308,S02002312,6
S02002308,S02002313,13
S02002308,S02002314,4
S02002308,S02002317,1
S02002308,S02002318,2
S02002308,S02002320,6
S02002309,England,17
S02002309,OD0000001,216
S02002309,OD0000003,60
S02002309,OD0000004,3
S02002309,S02001277,1
S02002309,S02001415,1
S02002309,S02001534,1
S02002309,S02001546,1
S02002309,S02001549,1
S02002309,S02001553,1
S02002309,S02001580,1
S02002309,S02001586,1
S02002309,S02001587,1
S02002309,S02001613,1
S02002309,S02001620,1
S02002309,S02001621,1
S02002309,S02001622,4
S02002309,S02001627,4
S02002309,S02001630,2
S02002309,S02001631,1
S02002309,S02001647,1
S02002309,S02001656,1
S02002309,S02001657,1
S02002309,S02001660,1
S02002309,S02001682,3
S02002309,S02001934,1
S02002309,S02001935,1
S02002309,S02001951,1
S02002309,S02002056,1
S02002309,S02002058,1
S02002309,S02002063,1
S02002309,S02002231,2
S02002309,S02002255,1
S02002309,S02002270,1
S02002309,S02002292,2
S02002309,S02002293,2
S02002309,S02002294,1
S02002309,S02002296,14
S02002309,S02002297,13
S02002309,S02002298,5
S02002309,S02002299,35
S02002309,S02002300,1
S02002309,S02002301,34
S02002309,S02002302,4
S02002309,S02002303,5
S02002309,S02002304,15
S02002309,S02002305,2
S02002309,S02002306,1
S02002309,S02002307,4
S02002309,S02002308,18
S02002309,S02002309,118
S02002309,S02002310,87
S02002309,S02002311,174
S02002309,S02002312,21
S02002309,S02002313,40
S02002309,S02002314,18
S02002309,S02002315,2
S02002309,S02002316,1
S02002309,S02002317,7
S02002309,S02002318,9
S02002309,S02002319,4
S02002309,S02002320,58
S02002309,S02002321,16
S02002309,S02002481,2
S02002309,S02002488,1
S02002310,England,4
S02002310,OD0000001,77
S02002310,OD0000002,1
S02002310,OD0000003,53
S02002310,S02001538,1
S02002310,S02001549,1
S02002310,S02001591,1
S02002310,S02001593,2
S02002310,S02001603,1
S02002310,S02001611,1
S02002310,S02001620,2
S02002310,S02001621,1
S02002310,S02001640,1
S02002310,S02001663,1
S02002310,S02001670,1
S02002310,S02001673,3
S02002310,S02002294,2
S02002310,S02002296,7
S02002310,S02002297,8
S02002310,S02002298,7
S02002310,S02002299,19
S02002310,S02002300,1
S02002310,S02002301,19
S02002310,S02002303,9
S02002310,S02002304,12
S02002310,S02002305,1
S02002310,S02002308,9
S02002310,S02002309,85
S02002310,S02002310,135
S02002310,S02002311,208
S02002310,S02002312,5
S02002310,S02002313,37
S02002310,S02002314,4
S02002310,S02002315,1
S02002310,S02002316,1
S02002310,S02002317,5
S02002310,S02002318,7
S02002310,S02002319,5
S02002310,S02002320,31
S02002310,S02002321,10
S02002310,S02002373,1
S02002310,S02002440,1
S02002311,England,6
S02002311,OD0000001,62
S02002311,OD0000003,33
S02002311,S02001534,1
S02002311,S02001554,1
S02002311,S02001586,1
S02002311,S02001620,2
S02002311,S02001627,2
S02002311,S02001631,1
S02002311,S02001660,1
S02002311,S02002063,1
S02002311,S02002295,1
S02002311,S02002296,7
S02002311,S02002297,7
S02002311,S02002298,4
S02002311,S02002299,13
S02002311,S02002300,1
S02002311,S02002301,10
S02002311,S02002303,1
S02002311,S02002304,7
S02002311,S02002306,1
S02002311,S02002308,10
S02002311,S02002309,59
S02002311,S02002310,53
S02002311,S02002311,147
S02002311,S02002312,2
S02002311,S02002313,25
S02002311,S02002314,7
S02002311,S02002317,1
S02002311,S02002318,1
S02002311,S02002319,4
S02002311,S02002320,29
S02002311,S02002321,8
S02002311,S02002482,2
S02002312,England,15
S02002312,OD0000001,158
S02002312,OD0000003,47
