Area of Usual Residence,Area of Workplace,Males
S02002323,OD0000002,15
S02002323,OD0000003,125
S02002323,OD0000004,9
S02002323,S02001250,2
S02002323,S02001256,1
S02002323,S02001260,1
S02002323,S02001278,1
S02002323,S02001286,1
S02002323,S02001304,1
S02002323,S02002239,2
S02002323,S02002322,15
S02002323,S02002323,48
S02002323,S02002324,525
S02002323,S02002325,47
S02002323,S02002326,9
S02002323,S02002327,98
S02002323,S02002328,7
S02002323,S02002348,1
S02002324,England,4
S02002324,OD0000001,153
S02002324,OD0000002,23
S02002324,OD0000003,212
S02002324,OD0000004,6
S02002324,S02001239,1
S02002324,S02001243,1
S02002324,S02001249,2
S02002324,S02001250,5
S02002324,S02001256,1
S02002324,S02001259,2
S02002324,S02001270,1
S02002324,S02001277,1
S02002324,S02001278,4
S02002324,S02001299,2
S02002324,S02001331,1
S02002324,S02001448,1
S02002324,S02001623,1
S02002324,S02001780,1
S02002324,S02002035,1
S02002324,S02002213,1
S02002324,S02002215,1
S02002324,S02002322,19
S02002324,S02002323,73
S02002324,S02002324,828
S02002324,S02002325,57
S02002324,S02002326,9
S02002324,S02002327,120
S02002324,S02002328,7
S02002325,England,2
S02002325,OD0000001,102
S02002325,OD0000002,14
S02002325,OD0000003,151
S02002325,OD0000004,7
S02002325,S02001249,2
S02002325,S02001250,3
S02002325,S02001261,1
S02002325,S02001263,1
S02002325,S02001277,1
S02002325,S02001374,1
S02002325,S02001619,1
S02002325,S02002322,15
S02002325,S02002323,24
S02002325,S02002324,407
S02002325,S02002325,124
S02002325,S02002326,21
S02002325,S02002327,134
S02002325,S02002328,4
S02002326,England,2
S02002326,OD0000001,131
S02002326,OD0000002,16
S02002326,OD0000003,135
S02002326,OD0000004,4
S02002326,S02001243,2
S02002326,S02001250,2
S02002326,S02001256,2
S02002326,S02001277,1
S02002326,S02001278,1
S02002326,S02001793,1
S02002326,S02001924,1
S02002326,S02002214,1
S02002326,S02002217,1
S02002326,S02002322,4
S02002326,S02002323,7
S02002326,S02002324,249
S02002326,S02002325,51
S02002326,S02002326,94
S02002326,S02002327,110
S02002326,S02002328,7
S02002327,England,2
S02002327,OD0000001,87
S02002327,OD0000002,13
S02002327,OD0000003,109
S02002327,OD0000004,5
S02002327,S02001249,1
S02002327,S02001250,1
S02002327,S02001256,1
S02002327,S02001277,1
S02002327,S02001339,1
S02002327,S02001387,1
S02002327,S02001641,1
S02002327,S02002322,5
S02002327,S02002323,6
S02002327,S02002324,169
S02002327,S02002325,26
S02002327,S02002326,9
S02002327,S02002327,384
S02002327,S02002328,15
S02002328,England,3
S02002328,OD0000001,134
S02002328,OD0000002,14
S02002328,OD0000003,159
S02002328,OD0000004,4
S02002328,S02001248,1
S02002328,S02001256,1
S02002328,S02001259,2
S02002328,S02001265,1
S02002328,S02001277,1
S02002328,S02001284,2
S02002328,S02001310,1
S02002328,S02001660,1
S02002328,S02001727,1
S02002328,S02002021,1
S02002328,S02002213,1
S02002328,S02002215,1
S02002328,S02002323,9
S02002328,S02002324,73
S02002328,S02002325,12
S02002328,S02002326,2
S02002328,S02002327,86
S02002328,S02002328,259
S02002329,England,18
S02002329,OD0000001,374
S02002329,OD0000002,7
S02002329,OD0000003,194
S02002329,OD0000004,5
S02002329,S02001277,1
S02002329,S02001283,1
S02002329,S02001387,1
S02002329,S02001406,5
S02002329,S02001407,7
S02002329,S02001408,7
S02002329,S02001409,2
S02002329,S02001410,6
S02002329,S02001411,1
S02002329,S02001412,12
S02002329,S02001424,1
S02002329,S02001434,1
S02002329,S02001436,1
S02002329,S02001444,1
S02002329,S02001476,6
S02002329,S02001477,4
S02002329,S02001478,15
S02002329,S02001479,1
S02002329,S02001480,3
S02002329,S02001481,4
S02002329,S02001483,1
S02002329,S02001485,2
S02002329,S02001486,1
S02002329,S02001487,1
S02002329,S02001492,2
S02002329,S02001495,2
S02002329,S02001499,1
S02002329,S02001501,1
S02002329,S02001502,7
S02002329,S02001504,2
S02002329,S02001574,3
S02002329,S02001623,1
S02002329,S02001855,1
S02002329,S02001857,1
S02002329,S02001867,1
S02002329,S02001873,1
S02002329,S02001886,1
S02002329,S02001890,1
S02002329,S02001929,2
S02002329,S02001931,2
S02002329,S02001932,2
S02002329,S02001933,5
S02002329,S02001934,5
S02002329,S02001937,1
S02002329,S02001938,1
S02002329,S02001939,1
S02002329,S02001952,1
S02002329,S02001964,1
S02002329,S02001978,1
S02002329,S02001988,1
S02002329,S02002036,1
S02002329,S02002046,1
S02002329,S02002056,1
S02002329,S02002098,4
S02002329,S02002100,1
S02002329,S02002106,1
S02002329,S02002108,1
S02002329,S02002109,2
S02002329,S02002112,1
S02002329,S02002122,2
S02002329,S02002125,1
S02002329,S02002134,1
S02002329,S02002166,4
S02002329,S02002230,2
S02002329,S02002254,1
S02002329,S02002256,1
S02002329,S02002274,3
S02002329,S02002278,5
S02002329,S02002282,4
S02002329,S02002329,308
S02002329,S02002330,4
S02002329,S02002331,69
S02002329,S02002332,39
S02002329,S02002333,21
S02002329,S02002334,2
S02002329,S02002335,2
S02002329,S02002336,2
S02002329,S02002337,1
S02002329,S02002339,25
S02002329,S02002340,23
S02002329,S02002341,9
S02002329,S02002342,1
S02002329,S02002343,3
S02002329,S02002344,4
S02002329,S02002345,9
S02002329,S02002346,7
S02002329,S02002347,1
S02002329,S02002348,42
S02002329,S02002349,6
S02002329,S02002350,4
S02002329,S02002353,6
S02002329,S02002391,1
S02002329,S02002398,1
S02002329,S02002435,2
S02002329,S02002486,1
S02002329,S02002492,2
S02002330,England,2
S02002330,OD0000001,71
S02002330,OD0000002,4
S02002330,OD0000003,83
S02002330,OD0000004,4
S02002330,S02001310,1
S02002330,S02001387,1
S02002330,S02001406,7
S02002330,S02001407,1
S02002330,S02001408,1
S02002330,S02001410,2
S02002330,S02001412,6
S02002330,S02001413,1
S02002330,S02001425,2
S02002330,S02001476,1
S02002330,S02001478,3
S02002330,S02001479,3
S02002330,S02001481,2
S02002330,S02001485,1
S02002330,S02001486,2
S02002330,S02001495,2
S02002330,S02001496,1
S02002330,S02001500,1
S02002330,S02001504,1
S02002330,S02001695,1
S02002330,S02001765,1
S02002330,S02001855,1
S02002330,S02001886,1
S02002330,S02001932,2
S02002330,S02001941,2
S02002330,S02002098,3
S02002330,S02002105,1
S02002330,S02002109,1
S02002330,S02002125,1
S02002330,S02002134,1
S02002330,S02002176,1
S02002330,S02002278,1
S02002330,S02002329,206
S02002330,S02002330,15
S02002330,S02002331,111
S02002330,S02002332,11
S02002330,S02002333,6
S02002330,S02002334,2
S02002330,S02002335,3
S02002330,S02002337,1
S02002330,S02002339,8
S02002330,S02002340,17
S02002330,S02002341,2
S02002330,S02002343,3
S02002330,S02002344,1
S02002330,S02002346,2
S02002330,S02002347,1
S02002330,S02002348,12
S02002330,S02002349,2
S02002330,S02002350,1
S02002330,S02002353,4
S02002330,S02002354,1
S02002330,S02002379,1
S02002330,S02002398,2
S02002330,S02002425,1
S02002330,S02002502,1
S02002331,England,5
S02002331,NI,1
S02002331,OD0000001,81
S02002331,OD0000002,3
S02002331,OD0000003,76
S02002331,OD0000004,4
S02002331,S02001250,2
S02002331,S02001278,1
S02002331,S02001384,1
S02002331,S02001406,2
S02002331,S02001407,5
S02002331,S02001408,3
S02002331,S02001410,1
S02002331,S02001412,2
S02002331,S02001427,1
S02002331,S02001476,1
S02002331,S02001477,1
S02002331,S02001478,2
S02002331,S02001492,1
S02002331,S02001495,2
S02002331,S02001502,2
S02002331,S02001504,1
S02002331,S02001558,2
S02002331,S02001562,1
S02002331,S02001860,1
S02002331,S02001890,1
S02002331,S02001925,2
S02002331,S02001932,2
S02002331,S02001933,1
S02002331,S02001934,6
S02002331,S02001952,2
S02002331,S02001961,2
S02002331,S02002098,3
S02002331,S02002100,1
S02002331,S02002108,1
S02002331,S02002109,3
S02002331,S02002112,1
S02002331,S02002161,2
S02002331,S02002167,1
S02002331,S02002264,1
S02002331,S02002278,3
S02002331,S02002282,3
S02002331,S02002329,177
S02002331,S02002330,8
S02002331,S02002331,147
S02002331,S02002332,8
S02002331,S02002333,12
S02002331,S02002334,2
S02002331,S02002335,1
S02002331,S02002337,3
S02002331,S02002338,1
S02002331,S02002339,22
S02002331,S02002340,9
S02002331,S02002341,3
S02002331,S02002342,2
S02002331,S02002343,1
S02002331,S02002344,3
S02002331,S02002345,3
S02002331,S02002346,1
S02002331,S02002348,18
S02002331,S02002349,1
S02002331,S02002350,2
S02002331,S02002352,1
S02002331,S02002353,4
S02002331,S02002427,1
S02002332,England,8
S02002332,OD0000001,115
S02002332,OD0000002,8
S02002332,OD0000003,183
S02002332,OD0000004,3
S02002332,S02001406,1
S02002332,S02001407,1
S02002332,S02001409,1
S02002332,S02001411,2
S02002332,S02001432,1
S02002332,S02001476,2
S02002332,S02001477,2
S02002332,S02001478,3
S02002332,S02001479,2
S02002332,S02001481,12
S02002332,S02001484,2
S02002332,S02001485,2
S02002332,S02001486,3
S02002332,S02001490,2
S02002332,S02001492,1
S02002332,S02001495,7
S02002332,S02001496,4
S02002332,S02001499,1
S02002332,S02001501,6
S02002332,S02001502,7
S02002332,S02001503,3
S02002332,S02001565,1
S02002332,S02001846,1
S02002332,S02001855,2
S02002332,S02001856,1
S02002332,S02001857,1
S02002332,S02001886,3
S02002332,S02001890,1
S02002332,S02001895,2
S02002332,S02001903,1
S02002332,S02001923,1
S02002332,S02001925,2
S02002332,S02001931,1
S02002332,S02001932,4
S02002332,S02001934,5
S02002332,S02001935,1
S02002332,S02001937,1
S02002332,S02001940,1
S02002332,S02001943,2
S02002332,S02001945,1
S02002332,S02001961,3
S02002332,S02001963,1
S02002332,S02002049,1
S02002332,S02002098,21
S02002332,S02002099,6
S02002332,S02002103,1
S02002332,S02002108,3
S02002332,S02002109,7
S02002332,S02002110,1
S02002332,S02002112,2
S02002332,S02002120,3
S02002332,S02002122,1
S02002332,S02002125,4
S02002332,S02002127,1
S02002332,S02002128,1
S02002332,S02002166,3
S02002332,S02002192,1
S02002332,S02002206,2
S02002332,S02002256,3
S02002332,S02002260,1
S02002332,S02002270,1
S02002332,S02002274,1
S02002332,S02002278,5
S02002332,S02002329,80
S02002332,S02002331,31
S02002332,S02002332,165
S02002332,S02002333,44
S02002332,S02002334,2
S02002332,S02002335,3
S02002332,S02002337,3
S02002332,S02002338,1
S02002332,S02002339,55
S02002332,S02002340,39
S02002332,S02002341,13
S02002332,S02002342,4
S02002332,S02002343,14
S02002332,S02002344,6
S02002332,S02002345,21
S02002332,S02002346,8
S02002332,S02002347,1
S02002332,S02002348,74
S02002332,S02002349,4
S02002332,S02002350,1
S02002332,S02002353,4
S02002332,S02002354,1
S02002332,S02002363,1
S02002332,S02002398,2
S02002332,S02002416,1
S02002332,S02002435,2
S02002332,S02002477,1
S02002332,S02002491,1
S02002332,Wales,1
S02002333,England,16
S02002333,OD0000001,217
S02002333,OD0000002,9
S02002333,OD0000003,144
S02002333,OD0000004,7
S02002333,S02001277,2
S02002333,S02001311,1
S02002333,S02001385,1
S02002333,S02001387,1
S02002333,S02001400,1
S02002333,S02001406,2
S02002333,S02001407,1
S02002333,S02001408,1
S02002333,S02001419,1
S02002333,S02001427,1
S02002333,S02001430,1
S02002333,S02001431,1
S02002333,S02001432,1
S02002333,S02001434,1
S02002333,S02001435,1
S02002333,S02001446,1
S02002333,S02001476,3
S02002333,S02001477,6
S02002333,S02001478,4
S02002333,S02001479,2
S02002333,S02001481,2
S02002333,S02001483,1
S02002333,S02001484,5
S02002333,S02001485,1
S02002333,S02001486,1
S02002333,S02001489,2
S02002333,S02001490,1
S02002333,S02001492,1
S02002333,S02001493,1
S02002333,S02001495,6
S02002333,S02001499,3
S02002333,S02001501,5
S02002333,S02001502,11
S02002333,S02001503,2
S02002333,S02001504,6
S02002333,S02001533,2
S02002333,S02001557,1
S02002333,S02001558,1
S02002333,S02001567,1
S02002333,S02001571,1
S02002333,S02001575,2
S02002333,S02001683,3
S02002333,S02001695,1
S02002333,S02001727,1
S02002333,S02001803,1
S02002333,S02001846,1
S02002333,S02001849,1
S02002333,S02001855,2
S02002333,S02001856,1
S02002333,S02001860,1
S02002333,S02001861,2
S02002333,S02001862,2
S02002333,S02001864,2
S02002333,S02001890,1
S02002333,S02001891,2
S02002333,S02001924,1
S02002333,S02001925,1
S02002333,S02001929,1
S02002333,S02001932,4
S02002333,S02001933,5
S02002333,S02001934,13
S02002333,S02001936,1
S02002333,S02001938,1
S02002333,S02001943,1
S02002333,S02001946,1
S02002333,S02001953,1
S02002333,S02001961,1
S02002333,S02001963,1
S02002333,S02001979,1
S02002333,S02002044,1
S02002333,S02002092,1
S02002333,S02002097,1
S02002333,S02002098,13
S02002333,S02002099,4
S02002333,S02002100,1
S02002333,S02002103,2
S02002333,S02002105,1
S02002333,S02002108,12
S02002333,S02002109,3
S02002333,S02002110,4
S02002333,S02002111,4
S02002333,S02002115,1
S02002333,S02002120,3
S02002333,S02002122,2
S02002333,S02002123,2
S02002333,S02002124,1
S02002333,S02002125,5
S02002333,S02002128,1
S02002333,S02002134,2
S02002333,S02002165,1
S02002333,S02002178,1
S02002333,S02002198,2
S02002333,S02002255,2
S02002333,S02002256,5
S02002333,S02002260,1
S02002333,S02002262,2
S02002333,S02002274,1
S02002333,S02002278,5
S02002333,S02002282,5
S02002333,S02002329,18
S02002333,S02002331,9
S02002333,S02002332,11
S02002333,S02002333,66
S02002333,S02002334,10
S02002333,S02002335,15
S02002333,S02002336,1
S02002333,S02002337,5
S02002333,S02002338,6
S02002333,S02002339,64
S02002333,S02002340,31
S02002333,S02002341,9
S02002333,S02002342,4
S02002333,S02002343,6
S02002333,S02002344,6
S02002333,S02002345,13
S02002333,S02002346,3
S02002333,S02002347,1
S02002333,S02002348,63
S02002333,S02002349,14
S02002333,S02002350,2
S02002333,S02002351,5
S02002333,S02002352,1
S02002333,S02002353,18
S02002333,S02002367,1
S02002333,S02002384,1
S02002333,S02002391,1
S02002333,S02002398,1
S02002333,S02002435,1
S02002333,S02002458,1
S02002333,S02002461,1
S02002333,S02002464,1
S02002333,S02002492,1
S02002333,Wales,1
S02002334,England,6
S02002334,OD0000001,130
S02002334,OD0000003,152
S02002334,OD0000004,3
S02002334,S02001250,1
S02002334,S02001406,2
S02002334,S02001407,1
S02002334,S02001413,1
S02002334,S02001418,1
S02002334,S02001419,2
S02002334,S02001448,1
S02002334,S02001476,12
S02002334,S02001477,1
S02002334,S02001478,11
S02002334,S02001479,4
S02002334,S02001480,1
S02002334,S02001481,12
S02002334,S02001483,4
S02002334,S02001484,13
S02002334,S02001485,1
S02002334,S02001486,4
S02002334,S02001492,4
S02002334,S02001493,2
S02002334,S02001494,2
S02002334,S02001495,8
S02002334,S02001497,1
S02002334,S02001499,1
S02002334,S02001501,1
S02002334,S02001502,10
S02002334,S02001503,3
S02002334,S02001504,2
S02002334,S02001520,1
S02002334,S02001568,1
S02002334,S02001620,1
S02002334,S02001622,1
S02002334,S02001656,2
S02002334,S02001683,2
S02002334,S02001732,1
S02002334,S02001738,1
S02002334,S02001846,1
S02002334,S02001855,1
S02002334,S02001856,1
S02002334,S02001859,1
S02002334,S02001860,1
S02002334,S02001864,1
S02002334,S02001867,1
S02002334,S02001873,2
S02002334,S02001882,1
S02002334,S02001886,1
S02002334,S02001894,1
S02002334,S02001916,1
S02002334,S02001924,1
S02002334,S02001929,2
S02002334,S02001932,6
S02002334,S02001933,1
S02002334,S02001934,10
S02002334,S02001935,1
S02002334,S02001937,3
S02002334,S02001939,1
S02002334,S02001958,1
S02002334,S02001970,1
S02002334,S02001989,1
S02002334,S02002044,2
S02002334,S02002047,1
S02002334,S02002098,9
S02002334,S02002099,3
S02002334,S02002100,2
S02002334,S02002102,1
S02002334,S02002103,1
S02002334,S02002105,1
S02002334,S02002108,7
S02002334,S02002109,2
S02002334,S02002110,1
S02002334,S02002111,4
S02002334,S02002112,1
S02002334,S02002115,1
S02002334,S02002117,2
S02002334,S02002119,1
S02002334,S02002121,2
S02002334,S02002125,6
S02002334,S02002126,1
S02002334,S02002132,1
S02002334,S02002134,2
S02002334,S02002155,1
S02002334,S02002160,2
S02002334,S02002166,2
S02002334,S02002198,1
S02002334,S02002206,2
S02002334,S02002222,1
S02002334,S02002256,4
S02002334,S02002259,1
S02002334,S02002263,1
S02002334,S02002278,5
S02002334,S02002282,3
S02002334,S02002325,1
S02002334,S02002329,10
S02002334,S02002331,4
S02002334,S02002332,2
S02002334,S02002333,33
S02002334,S02002334,32
S02002334,S02002335,5
S02002334,S02002336,2
S02002334,S02002337,4
S02002334,S02002338,2
S02002334,S02002339,73
S02002334,S02002340,50
S02002334,S02002341,7
S02002334,S02002342,2
S02002334,S02002343,11
S02002334,S02002344,9
S02002334,S02002345,27
S02002334,S02002346,4
S02002334,S02002347,9
S02002334,S02002348,77
S02002334,S02002349,15
S02002334,S02002350,6
S02002334,S02002353,13
S02002334,S02002354,1
S02002334,S02002375,1
S02002334,S02002409,1
S02002334,S02002416,2
S02002334,S02002423,1
S02002334,S02002425,2
S02002334,S02002430,1
S02002334,S02002435,2
S02002334,S02002453,1
S02002334,S02002508,1
S02002335,England,23
S02002335,OD0000001,159
S02002335,OD0000002,11
S02002335,OD0000003,126
S02002335,OD0000004,19
S02002335,S02001248,1
S02002335,S02001249,1
S02002335,S02001256,1
S02002335,S02001291,1
S02002335,S02001387,1
S02002335,S02001406,2
S02002335,S02001414,1
S02002335,S02001419,1
S02002335,S02001421,1
S02002335,S02001430,3
S02002335,S02001475,1
S02002335,S02001476,3
S02002335,S02001478,6
S02002335,S02001479,5
S02002335,S02001480,1
S02002335,S02001481,5
S02002335,S02001483,1
S02002335,S02001484,3
S02002335,S02001485,1
S02002335,S02001488,1
S02002335,S02001490,1
S02002335,S02001492,2
S02002335,S02001494,3
S02002335,S02001495,8
S02002335,S02001496,4
S02002335,S02001497,1
S02002335,S02001499,5
S02002335,S02001501,6
S02002335,S02001502,10
S02002335,S02001503,1
S02002335,S02001504,12
S02002335,S02001526,1
S02002335,S02001527,1
S02002335,S02001564,3
S02002335,S02001571,1
S02002335,S02001572,1
S02002335,S02001620,4
S02002335,S02001647,1
S02002335,S02001842,2
S02002335,S02001846,1
S02002335,S02001855,2
S02002335,S02001856,3
S02002335,S02001857,2
S02002335,S02001860,3
S02002335,S02001861,5
S02002335,S02001862,1
S02002335,S02001863,1
S02002335,S02001864,1
S02002335,S02001866,1
S02002335,S02001867,1
S02002335,S02001870,2
S02002335,S02001871,1
S02002335,S02001880,1
S02002335,S02001886,1
